GENE_ID,GENE,number_case,number_control,case_control_ratio
ENSG00000215274,GAGE10,0,7,-7
ENSG00000179242,CDH4,5,4,0.2
ENSG00000182841,RRP7BP,4,4,0.0
ENSG00000215405,name not found,10,11,-0.1
ENSG00000182858,ALG12,9,0,9
ENSG00000166535,A2ML1,4,0,4
ENSG00000166579,NDEL1,4,0,4
ENSG00000202363,SNORA62,12,13,-0.08
ENSG00000167094,TTC16,8,5,0.38
ENSG00000215432,name not found,16,16,0.0
ENSG00000166748,name not found,0,5,-5
ENSG00000187272,KRTAP9-8,0,5,-5
ENSG00000184750,name not found,4,5,-0.25
ENSG00000215455,KRTAP10-1,16,16,0.0
ENSG00000169246,NPIPB3,4,6,-0.5
ENSG00000161267,BDH1,0,4,-4
ENSG00000177504,VCX2,5,4,0.2
ENSG00000155792,DEPTOR,0,4,-4
ENSG00000166685,COG1,4,0,4
ENSG00000203268,name not found,14,12,0.14
ENSG00000215853,RPTN,4,8,-1.0
ENSG00000183486,MX2,7,7,0.0
ENSG00000184911,DMRTC1B,12,7,0.42
ENSG00000219926,OR7E104P,16,16,0.0
ENSG00000180043,FAM71E2,0,5,-5
ENSG00000183569,SERHL2,4,0,4
ENSG00000203814,H2BC18,4,0,4
ENSG00000221062,name not found,15,12,0.2
ENSG00000221065,MIR1233-2,12,11,0.08
ENSG00000221116,SNORD110,15,12,0.2
ENSG00000203900,name not found,4,0,4
ENSG00000221266,name not found,8,4,0.5
ENSG00000184164,CRELD2,8,4,0.5
ENSG00000187726,DNAJB13,0,6,-6
ENSG00000221826,PSG3,13,15,-0.15
ENSG00000180777,ANKRD30B,4,0,4
ENSG00000204150,name not found,10,11,-0.1
ENSG00000221859,KRTAP10-10,12,9,0.25
ENSG00000221864,KRTAP12-2,17,17,0.0
ENSG00000187791,FAM205C,5,10,-1.0
ENSG00000204209,DAXX,12,9,0.25
ENSG00000221866,PLXNA4,0,4,-4
ENSG00000204237,OXLD1,5,0,5
ENSG00000158113,LRRC43,4,0,4
ENSG00000221961,name not found,10,6,0.4
ENSG00000178031,ADAMTSL1,0,4,-4
ENSG00000221970,OR2A1,17,18,-0.06
ENSG00000204371,EHMT2,0,6,-6
ENSG00000221989,OR2A2,14,8,0.43
ENSG00000185499,MUC1,6,4,0.33
ENSG00000204385,SLC44A4,4,4,0.0
ENSG00000178287,SPAG11A,9,8,0.11
ENSG00000222036,POTEM,7,6,0.14
ENSG00000181163,NPM1,7,10,-0.43
ENSG00000204469,PRRC2A,0,5,-5
ENSG00000222248,RNA5SP201,14,14,0.0
ENSG00000181192,DHTKD1,5,6,-0.2
ENSG00000178814,OPLAH,0,5,-5
ENSG00000204485,name not found,4,5,-0.25
ENSG00000222352,RN7SKP221,14,15,-0.07
ENSG00000223443,USP17L2,16,17,-0.06
ENSG00000176919,C8G,4,0,4
ENSG00000223491,name not found,16,15,0.06
ENSG00000188219,POTEE,5,5,0.0
ENSG00000204532,ZSCAN5C,8,8,0.0
ENSG00000223534,HLA-DQB1-AS1,16,12,0.25
ENSG00000204572,KRTAP5-10,10,8,0.2
ENSG00000167881,SRP68,6,8,-0.33
ENSG00000188372,ZP3,6,7,-0.17
ENSG00000174953,DHX36,7,8,-0.14
ENSG00000184967,NOC4L,5,10,-1.0
ENSG00000223837,name not found,6,0,6
ENSG00000170759,KIF5B,4,0,4
ENSG00000204580,DDR1,4,0,4
ENSG00000223985,LINC01874,11,12,-0.09
ENSG00000224425,SSBP3P2,16,17,-0.06
ENSG00000188580,NKAIN2,5,5,0.0
ENSG00000224659,GAGE12J,0,6,-6
ENSG00000186146,DEFB131A,5,4,0.2
ENSG00000204632,HLA-G,5,9,-0.8
ENSG00000224730,LILRB1-AS1,15,16,-0.07
ENSG00000165730,STOX1,0,5,-5
ENSG00000185130,H2BC13,4,0,4
ENSG00000186193,SAPCD2,9,10,-0.11
ENSG00000225083,GRTP1-AS1,17,18,-0.06
ENSG00000185163,DDX51,5,10,-1.0
ENSG00000177465,ACOT4,4,6,-0.5
ENSG00000186275,name not found,10,10,0.0
ENSG00000225241,name not found,14,12,0.14
ENSG00000185201,IFITM2,4,0,4
ENSG00000189077,TMEM120A,12,13,-0.08
ENSG00000204828,name not found,9,11,-0.22
ENSG00000168397,ATG4B,4,0,4
ENSG00000225465,RFPL1S,8,8,0.0
ENSG00000225506,CYP4A22-AS1,10,13,-0.3
ENSG00000189144,ZNF573,0,7,-7
ENSG00000225516,FAM197Y5,14,12,0.14
ENSG00000180376,CCDC66,0,4,-4
ENSG00000185345,PRKN,4,4,0.0
ENSG00000186510,CLCNKA,14,11,0.21
ENSG00000225864,name not found,17,17,0.0
ENSG00000182896,TMEM95,0,10,-10
ENSG00000175920,DOK7,4,4,0.0
ENSG00000225899,FRG2B,17,17,0.0
ENSG00000225946,name not found,17,18,-0.06
ENSG00000178127,NDUFV2,0,9,-9
ENSG00000226430,USP17L7,16,17,-0.06
ENSG00000186716,BCR,7,0,7
ENSG00000226572,SNORD57,15,12,0.2
ENSG00000196132,MYT1,0,5,-5
ENSG00000183054,RGPD6,9,12,-0.33
ENSG00000185615,PDIA2,10,10,0.0
ENSG00000186787,SPIN2B,7,9,-0.29
ENSG00000226644,name not found,14,11,0.21
ENSG00000167680,SEMA6B,5,0,5
ENSG00000226786,name not found,5,6,-0.2
ENSG00000196196,HRCT1,9,12,-0.33
ENSG00000204983,PRSS1,12,11,0.08
ENSG00000226900,name not found,17,18,-0.06
ENSG00000196214,ZNF766,0,9,-9
ENSG00000178921,PFAS,0,4,-4
ENSG00000205018,name not found,12,13,-0.08
ENSG00000227050,name not found,11,12,-0.09
ENSG00000172493,AFF1,4,4,0.0
ENSG00000185739,SRL,7,7,0.0
ENSG00000205030,OR5L2,4,5,-0.25
ENSG00000227091,SLC6A17-AS1,10,13,-0.3
ENSG00000205086,C2orf91,5,6,-0.2
ENSG00000227124,ZNF717,11,10,0.09
ENSG00000182378,PLCXD1,0,4,-4
ENSG00000169251,NMD3,0,4,-4
ENSG00000227151,PRR20D,9,7,0.22
ENSG00000182004,SNRPE,4,9,-1.25
ENSG00000205356,TECPR1,4,4,0.0
ENSG00000227184,name not found,16,17,-0.06
ENSG00000172752,COL6A5,9,6,0.33
ENSG00000205436,EXOC3L4,6,7,-0.17
ENSG00000227208,name not found,11,13,-0.18
ENSG00000196498,NCOR2,12,9,0.25
ENSG00000187260,WDR86,8,10,-0.25
ENSG00000205445,KRTAP10-2,15,16,-0.07
ENSG00000205581,HMGN1,4,4,0.0
ENSG00000227766,name not found,17,15,0.12
ENSG00000196539,OR2T3,0,7,-7
ENSG00000187600,LINC02583,4,7,-0.75
ENSG00000183629,GOLGA8G,5,8,-0.6
ENSG00000228273,name not found,17,18,-0.06
ENSG00000187627,RGPD1,5,0,5
ENSG00000205611,LINC01597,4,5,-0.25
ENSG00000196588,MRTFA,0,5,-5
ENSG00000205683,DPF3,5,0,5
ENSG00000183747,ACSM2A,4,8,-1.0
ENSG00000205810,KLRC3,12,14,-0.17
ENSG00000228336,OR9H1P,17,17,0.0
ENSG00000187775,DNAH17,13,13,0.0
ENSG00000228522,name not found,16,12,0.25
ENSG00000205867,KRTAP5-2,10,8,0.2
ENSG00000228643,name not found,13,12,0.08
ENSG00000182909,name not found,0,4,-4
ENSG00000228927,TSPY3,14,12,0.14
ENSG00000229081,LINC01165,17,18,-0.06
ENSG00000183317,EPHA10,0,5,-5
ENSG00000180061,TMEM150B,5,6,-0.2
ENSG00000169436,COL22A1,5,5,0.0
ENSG00000169126,ODAD2,6,5,0.17
ENSG00000206384,COL6A6,7,0,7
ENSG00000161914,ZNF653,4,0,4
ENSG00000229212,name not found,8,4,0.5
ENSG00000196873,CBWD3,0,4,-4
ENSG00000184486,POU3F2,0,6,-6
ENSG00000183153,GJD3,0,4,-4
ENSG00000188171,ZNF626,4,6,-0.5
ENSG00000229571,PRAMEF25,15,13,0.13
ENSG00000196878,LAMB3,5,4,0.2
ENSG00000186807,name not found,6,0,6
ENSG00000206760,SNORA6,12,13,-0.08
ENSG00000229604,MTATP8P2,5,9,-0.8
ENSG00000180257,ZNF816,0,4,-4
ENSG00000206910,SNORA29,0,9,-9
ENSG00000229665,PRR20C,9,7,0.22
ENSG00000186951,PPARA,4,0,4
ENSG00000229686,SNORD56,15,12,0.2
ENSG00000167014,TERB2,4,7,-0.75
ENSG00000207511,RNU6-771P,4,5,-0.25
ENSG00000207642,MIR571,4,0,4
ENSG00000184012,TMPRSS2,6,4,0.33
ENSG00000187550,SBK2,13,13,0.0
ENSG00000188672,RHCE,4,0,4
ENSG00000211553,name not found,4,0,4
ENSG00000230099,TRBV5-4,17,18,-0.06
ENSG00000184985,SORCS2,7,5,0.29
ENSG00000230325,name not found,16,17,-0.06
ENSG00000188818,ZDHHC11,6,0,6
ENSG00000230657,PRB4,16,16,0.0
ENSG00000197136,PCNX3,6,0,6
ENSG00000187786,name not found,0,4,-4
ENSG00000184381,PLA2G6,0,5,-5
ENSG00000230903,name not found,10,5,0.5
ENSG00000197256,KANK2,4,0,4
ENSG00000181135,ZNF707,0,4,-4
ENSG00000231226,TRIM31-AS1,16,17,-0.06
ENSG00000171130,ATP6V0E2,0,4,-4
ENSG00000231389,HLA-DPA1,7,11,-0.57
ENSG00000197376,name not found,11,13,-0.18
ENSG00000231396,USP17L10,6,10,-0.67
ENSG00000170364,SETMAR,0,4,-4
ENSG00000211706,TRBV6-1,14,16,-0.14
ENSG00000174194,name not found,9,4,0.56
ENSG00000187954,CYHR1,4,0,4
ENSG00000211707,TRBV7-1,14,16,-0.14
ENSG00000232399,USP17L13,6,10,-0.67
ENSG00000197558,SSPOP,6,6,0.0
ENSG00000232423,PRAMEF6,14,15,-0.07
ENSG00000184838,PRR16,7,6,0.14
ENSG00000197599,CCDC154,4,4,0.0
ENSG00000232629,HLA-DQB2,17,17,0.0
ENSG00000232637,name not found,17,17,0.0
ENSG00000211721,TRBV6-5,7,9,-0.29
ENSG00000232937,name not found,9,0,9
ENSG00000232941,name not found,17,18,-0.06
ENSG00000232987,LINC01219,11,8,0.27
ENSG00000171311,EXOSC1,0,5,-5
ENSG00000179532,DNHD1,0,5,-5
ENSG00000233136,USP17L11,6,10,-0.67
ENSG00000171314,PGAM1,0,5,-5
ENSG00000179583,CIITA,5,4,0.2
ENSG00000188163,FAM166A,5,4,0.2
ENSG00000233223,name not found,4,0,4
ENSG00000185522,LMNTD2,4,0,4
ENSG00000188229,TUBB4B,4,4,0.0
ENSG00000233396,LINC01719,15,14,0.07
ENSG00000171819,ANGPTL7,4,0,4
ENSG00000196240,OR2T2,9,7,0.22
ENSG00000188511,C22orf34,13,13,0.0
ENSG00000196367,TRRAP,6,0,6
ENSG00000233917,POTEB,16,15,0.06
ENSG00000198083,KRTAP9-9,7,9,-0.29
ENSG00000234278,PRR20E,7,7,0.0
ENSG00000182149,IST1,5,5,0.0
ENSG00000188986,NELFB,12,10,0.17
ENSG00000171954,CYP4F22,8,6,0.25
ENSG00000234477,name not found,8,7,0.12
ENSG00000211795,TRAV8-6,9,8,0.11
ENSG00000234719,NPIPB2,4,0,4
ENSG00000196502,SULT1A1,11,15,-0.36
ENSG00000211805,TRAV24,0,4,-4
ENSG00000234745,HLA-B,16,18,-0.12
ENSG00000185945,name not found,0,4,-4
ENSG00000211892,IGHG4,4,4,0.0
ENSG00000234857,HNRNPUL2-BSCL2,4,4,0.0
ENSG00000171873,ADRA1D,0,6,-6
ENSG00000211896,IGHG1,16,18,-0.12
ENSG00000172037,LAMB2,4,0,4
ENSG00000234859,name not found,12,12,0.0
ENSG00000211897,IGHG3,10,12,-0.2
ENSG00000185775,SPATA31A6,0,4,-4
ENSG00000211900,IGHJ6,15,14,0.07
ENSG00000235281,name not found,15,17,-0.13
ENSG00000196569,LAMA2,7,7,0.0
ENSG00000211904,IGHJ2,15,14,0.07
ENSG00000235481,UBE2R2-AS1,17,18,-0.06
ENSG00000198538,ZNF28,9,15,-0.67
ENSG00000211905,IGHJ1,15,14,0.07
ENSG00000196678,ERI2,4,0,4
ENSG00000211936,name not found,14,17,-0.21
ENSG00000235994,name not found,12,15,-0.25
ENSG00000211941,IGHV3-11,8,8,0.0
ENSG00000236116,name not found,0,6,-6
ENSG00000198722,UNC13B,0,4,-4
ENSG00000196774,name not found,4,0,4
ENSG00000236138,DUX4L26,14,14,0.0
ENSG00000198768,APCDD1L,0,4,-4
ENSG00000196358,NTNG2,5,0,5
ENSG00000211952,IGHV4-28,0,6,-6
ENSG00000236140,name not found,17,18,-0.06
ENSG00000198785,GRIN3A,9,9,0.0
ENSG00000211970,IGHV4-61,12,10,0.17
ENSG00000236255,name not found,13,11,0.15
ENSG00000196372,ASB13,5,0,5
ENSG00000236396,SLC35G4,17,18,-0.06
ENSG00000236438,FAM157A,4,8,-1.0
ENSG00000196406,SPANXD,4,5,-0.25
ENSG00000236537,name not found,16,18,-0.12
ENSG00000186364,NUDT17,0,6,-6
ENSG00000213020,ZNF611,12,13,-0.08
ENSG00000236816,ANKRD20A7P,16,18,-0.12
ENSG00000197054,ZNF763,4,0,4
ENSG00000186472,PCLO,4,0,4
ENSG00000213240,name not found,5,10,-1.0
ENSG00000236981,OR10G9,15,15,0.0
ENSG00000183016,name not found,12,8,0.33
ENSG00000197110,IFNL3,10,11,-0.1
ENSG00000213413,PVRIG,12,10,0.17
ENSG00000237207,RBM17P3,14,11,0.21
ENSG00000197146,name not found,6,13,-1.17
ENSG00000213439,OR5AC1,9,11,-0.22
ENSG00000237412,PRSS56,8,14,-0.75
ENSG00000171931,FBXW10,7,0,7
ENSG00000213512,GBP7,7,12,-0.71
ENSG00000237500,name not found,15,17,-0.13
ENSG00000186532,SMYD4,5,4,0.2
ENSG00000197253,TPSB2,13,10,0.23
ENSG00000237647,name not found,14,15,-0.07
ENSG00000177169,ULK1,5,6,-0.2
ENSG00000197283,SYNGAP1,0,5,-5
ENSG00000237792,name not found,13,12,0.08
ENSG00000200336,RNA5SP333,10,15,-0.5
ENSG00000197345,MRPL21,12,9,0.25
ENSG00000237975,FLG-AS1,17,18,-0.06
ENSG00000187545,PRAMEF10,0,4,-4
ENSG00000238062,SPATA3-AS1,11,13,-0.18
ENSG00000197386,HTT,4,7,-0.75
ENSG00000238113,LINC01410,17,18,-0.06
ENSG00000197410,DCHS2,4,0,4
ENSG00000238211,POLR2LP1,14,15,-0.07
ENSG00000183431,SF3A3,0,6,-6
ENSG00000214029,ZNF891,8,12,-0.5
ENSG00000238227,TMEM250,4,0,4
ENSG00000187741,FANCA,4,7,-0.75
ENSG00000196747,H2AC13,4,0,4
ENSG00000197463,name not found,4,5,-0.25
ENSG00000239066,name not found,17,18,-0.06
ENSG00000201709,RNU6-686P,0,7,-7
ENSG00000239257,RPL23AP1,17,17,0.0
ENSG00000239275,name not found,16,16,0.0
ENSG00000214140,PRCD,14,10,0.29
ENSG00000239291,name not found,17,18,-0.06
ENSG00000197603,CPLANE1,4,7,-0.75
ENSG00000187555,USP7,0,9,-9
ENSG00000203326,ZNF525,9,4,0.56
ENSG00000197838,CYP2A13,0,5,-5
ENSG00000239944,TRBV8-2,13,15,-0.15
ENSG00000187583,PLEKHN1,12,12,0.0
ENSG00000173599,PC,0,4,-4
ENSG00000188107,EYS,7,8,-0.14
ENSG00000187535,IFT140,5,7,-0.4
ENSG00000214787,MS4A4E,8,11,-0.38
ENSG00000240542,KRTAP9-1,17,18,-0.06
ENSG00000241241,KRTAP4-16,16,16,0.0
ENSG00000214929,SPATA31D1,5,0,5
ENSG00000241287,name not found,17,14,0.18
ENSG00000183765,CHEK2,5,4,0.2
ENSG00000215021,PHB2,16,18,-0.12
ENSG00000174684,B4GAT1,5,0,5
ENSG00000172250,SERHL,5,0,5
ENSG00000241598,KRTAP5-4,12,14,-0.17
ENSG00000215113,CXorf49B,4,6,-0.5
ENSG00000174744,BRMS1,6,0,6
ENSG00000173875,ZNF791,0,6,-6
ENSG00000184009,ACTG1,4,0,4
ENSG00000215115,CXorf49,4,6,-0.5
ENSG00000241962,name not found,4,0,4
ENSG00000188738,FSIP2,0,8,-8
ENSG00000187800,PEAR1,4,4,0.0
ENSG00000215126,CBWD6,14,14,0.0
ENSG00000241973,PI4KA,4,0,4
ENSG00000188782,CATSPER4,4,5,-0.25
ENSG00000198099,ADH4,4,6,-0.5
ENSG00000242086,MUC20-OT1,17,17,0.0
ENSG00000187942,LDLRAD2,4,0,4
ENSG00000197483,ZNF628,5,5,0.0
ENSG00000242188,name not found,8,4,0.5
ENSG00000184343,SRPK3,5,8,-0.6
ENSG00000197530,MIB2,4,0,4
ENSG00000215277,RNF212B,10,8,0.2
ENSG00000178971,CTC1,0,4,-4
ENSG00000187961,KLHL17,12,12,0.0
ENSG00000215424,MCM3AP-AS1,13,13,0.0
ENSG00000243056,EIF4EBP3,11,13,-0.18
ENSG00000243069,ARHGEF26-AS1,16,17,-0.06
ENSG00000243130,PSG11,13,15,-0.15
ENSG00000204414,CSHL1,0,4,-4
ENSG00000243137,PSG4,17,18,-0.06
ENSG00000197858,GPAA1,4,0,4
ENSG00000215910,C1orf167,11,7,0.36
ENSG00000243729,OR5V1,8,11,-0.38
ENSG00000204514,ZNF814,0,4,-4
ENSG00000215991,MIR208B,4,0,4
ENSG00000188383,GPAT2P2,7,11,-0.57
ENSG00000188157,AGRN,8,8,0.0
ENSG00000216133,name not found,10,11,-0.1
ENSG00000244045,TMEM199,17,18,-0.06
ENSG00000244198,ARHGEF35-AS1,13,13,0.0
ENSG00000204604,ZNF468,6,14,-1.33
ENSG00000198719,DLL1,0,4,-4
ENSG00000188888,name not found,0,4,-4
ENSG00000204873,KRTAP9-3,0,7,-7
ENSG00000198732,SMOC1,9,4,0.56
ENSG00000244479,OR2A1-AS1,17,18,-0.06
ENSG00000244482,LILRA6,16,16,0.0
ENSG00000221241,SNORD88A,11,9,0.18
ENSG00000244486,SCARF2,16,17,-0.06
ENSG00000198276,UCKL1,7,6,0.14
ENSG00000174227,PIGG,5,4,0.2
ENSG00000221381,SNORD88B,11,9,0.18
ENSG00000246627,CACNA1C-AS1,17,17,0.0
ENSG00000188747,NOXA1,0,5,-5
ENSG00000221684,name not found,4,6,-0.5
ENSG00000198816,ZNF358,8,14,-0.75
ENSG00000189223,PAX8-AS1,0,5,-5
ENSG00000180353,HCLS1,4,4,0.0
ENSG00000196313,POM121,0,4,-4
ENSG00000198930,CSAG1,4,6,-0.5
ENSG00000204991,SPIRE2,13,13,0.0
ENSG00000188833,ENTPD8,0,4,-4
ENSG00000184206,GOLGA6L4,5,5,0.0
ENSG00000198576,ARC,12,13,-0.08
ENSG00000248671,ALG1L9P,16,16,0.0
ENSG00000198683,name not found,8,10,-0.25
ENSG00000248828,name not found,14,17,-0.21
ENSG00000222482,name not found,12,10,0.17
ENSG00000249001,name not found,17,18,-0.06
ENSG00000223187,name not found,13,11,0.15
ENSG00000176714,CCDC121,5,0,5
ENSG00000249104,USP17L17,0,6,-6
ENSG00000175792,RUVBL1,4,0,4
ENSG00000198933,TBKBP1,0,4,-4
ENSG00000249189,name not found,17,17,0.0
ENSG00000198939,ZFP2,5,4,0.2
ENSG00000249435,name not found,14,13,0.07
ENSG00000205702,CYP2D7,5,9,-0.8
ENSG00000176771,NCKAP5,4,0,4
ENSG00000176438,SYNE3,4,0,4
ENSG00000223614,ZNF735,6,0,6
ENSG00000249592,name not found,17,17,0.0
ENSG00000249602,name not found,9,0,9
ENSG00000196352,CD55,0,5,-5
ENSG00000205869,KRTAP5-1,5,10,-1.0
ENSG00000223865,HLA-DPB1,6,8,-0.33
ENSG00000196712,NF1,8,8,0.0
ENSG00000189375,TBC1D28,5,4,0.2
ENSG00000176946,THAP4,4,0,4
ENSG00000250361,GYPB,14,17,-0.21
ENSG00000203546,name not found,5,8,-0.6
ENSG00000250591,PRSS3P1,14,12,0.14
ENSG00000224796,RPL32P1,6,8,-0.33
ENSG00000250794,ALG1L12P,16,14,0.12
ENSG00000196433,ASMT,7,9,-0.29
ENSG00000206535,LNP1,10,16,-0.6
ENSG00000203827,name not found,12,16,-0.33
ENSG00000250844,USP17L18,0,6,-6
ENSG00000206549,name not found,5,4,0.2
ENSG00000203772,SPRN,14,14,0.0
ENSG00000196455,PIK3R4,5,5,0.0
ENSG00000186111,PIP5K1C,8,7,0.12
ENSG00000203813,name not found,4,0,4
ENSG00000225243,name not found,12,11,0.08
ENSG00000206892,RNU6-42P,0,4,-4
ENSG00000251088,name not found,0,4,-4
ENSG00000225490,name not found,4,5,-0.25
ENSG00000251439,KRTAP4-17P,17,18,-0.06
ENSG00000204152,TIMM23B,11,9,0.18
ENSG00000251655,PRB1,15,16,-0.07
ENSG00000186232,name not found,0,4,-4
ENSG00000225614,ZNF469,8,5,0.38
ENSG00000207836,name not found,0,5,-5
ENSG00000252020,name not found,14,15,-0.07
ENSG00000208002,MIR643,0,9,-9
ENSG00000252024,name not found,7,10,-0.43
ENSG00000204352,C9orf129,9,8,0.11
ENSG00000252143,name not found,14,15,-0.07
ENSG00000211592,IGKC,4,0,4
ENSG00000204248,COL11A2,11,7,0.36
ENSG00000225950,NTF4,9,12,-0.33
ENSG00000211593,IGKJ5,4,0,4
ENSG00000226321,CROCC2,13,15,-0.15
ENSG00000252314,name not found,14,15,-0.07
ENSG00000211594,IGKJ4,4,0,4
ENSG00000252571,name not found,7,10,-0.43
ENSG00000211595,IGKJ3,4,0,4
ENSG00000252605,name not found,14,15,-0.07
ENSG00000211596,IGKJ2,4,0,4
ENSG00000226762,LINC02668,13,7,0.46
ENSG00000211597,IGKJ1,4,0,4
ENSG00000178078,STAP2,4,0,4
ENSG00000226870,name not found,4,6,-0.5
ENSG00000253169,IGHVII-65-1,6,7,-0.17
ENSG00000211670,IGLV3-9,0,5,-5
ENSG00000253188,TRBV6-7,17,18,-0.06
ENSG00000211671,name not found,0,5,-5
ENSG00000178222,RNF212,6,4,0.33
ENSG00000253286,name not found,16,16,0.0
ENSG00000211697,TRGV5,6,5,0.17
ENSG00000204503,name not found,13,12,0.08
ENSG00000253305,PCDHGB6,6,4,0.33
ENSG00000211698,TRGV4,12,14,-0.17
ENSG00000185736,ADARB2,0,5,-5
ENSG00000204505,PRAMEF9,7,8,-0.14
ENSG00000227335,IGHJ1P,15,14,0.07
ENSG00000176246,OR4L1,4,0,4
ENSG00000253485,PCDHGA5,10,7,0.3
ENSG00000211699,TRGV3,11,13,-0.18
ENSG00000227471,AKR1B15,0,7,-7
ENSG00000253537,PCDHGA7,9,5,0.44
ENSG00000227500,SCAMP4,9,12,-0.33
ENSG00000253731,PCDHGA6,10,6,0.4
ENSG00000253767,PCDHGA8,9,5,0.44
ENSG00000198182,ZNF607,6,6,0.0
ENSG00000253910,PCDHGB2,11,7,0.36
ENSG00000253953,PCDHGB4,9,5,0.44
ENSG00000204544,MUC21,5,4,0.2
ENSG00000254016,ALG1L10P,5,0,5
ENSG00000228613,name not found,5,7,-0.4
ENSG00000179142,CYP11B2,8,4,0.5
ENSG00000254154,CRYZL2P-SEC16B,12,11,0.08
ENSG00000204599,TRIM39,11,7,0.36
ENSG00000254206,NPIPB11,16,17,-0.06
ENSG00000254221,PCDHGB1,11,7,0.36
ENSG00000197408,CYP2B6,0,5,-5
ENSG00000204620,name not found,5,4,0.2
ENSG00000228804,name not found,6,5,0.17
ENSG00000204624,DISP3,4,0,4
ENSG00000254245,PCDHGA3,11,7,0.36
ENSG00000174876,AMY1B,4,0,4
ENSG00000204613,TRIM10,4,0,4
ENSG00000229142,HCG4P8,5,9,-0.8
ENSG00000174898,CATSPERD,4,0,4
ENSG00000204775,name not found,5,4,0.2
ENSG00000254539,name not found,16,18,-0.12
ENSG00000184271,POU6F1,5,5,0.0
ENSG00000204887,KRTAP1-4,7,0,7
ENSG00000254548,name not found,6,8,-0.33
ENSG00000197721,CR1L,12,13,-0.08
ENSG00000186919,ZACN,5,9,-0.8
ENSG00000204936,CD177,10,11,-0.1
ENSG00000254690,name not found,0,7,-7
ENSG00000254737,OR10G4,13,12,0.08
ENSG00000197785,ATAD3A,0,4,-4
ENSG00000229848,name not found,6,0,6
ENSG00000254739,name not found,13,9,0.31
ENSG00000254923,name not found,16,17,-0.06
ENSG00000229874,name not found,9,12,-0.33
ENSG00000254978,ALG1L9P,8,0,8
ENSG00000254996,ANKHD1-EIF4EBP3,12,13,-0.08
ENSG00000211915,IGHD5-18,13,13,0.0
ENSG00000211917,IGHD3-16,13,13,0.0
ENSG00000255052,FAM66D,16,17,-0.06
ENSG00000211918,IGHD2-15,13,13,0.0
ENSG00000187498,COL4A1,10,8,0.2
ENSG00000255148,name not found,17,18,-0.06
ENSG00000211920,IGHD6-13,4,5,-0.25
ENSG00000205097,FRG2,11,10,0.09
ENSG00000255152,MSH5-SAPCD1,4,0,4
ENSG00000198382,UVRAG,4,5,-0.25
ENSG00000211921,IGHD5-12,4,5,-0.25
ENSG00000175267,VWA3A,6,4,0.33
ENSG00000181019,NQO1,5,0,5
ENSG00000231188,name not found,9,12,-0.33
ENSG00000255165,name not found,6,8,-0.33
ENSG00000211923,IGHD3-10,4,4,0.0
ENSG00000205238,SPDYE2,6,4,0.33
ENSG00000198478,SH3BGRL2,8,7,0.12
ENSG00000211924,IGHD3-9,4,4,0.0
ENSG00000255251,PRR23D1,9,9,0.0
ENSG00000211925,IGHD2-8,0,4,-4
ENSG00000180773,SLC36A4,4,0,4
ENSG00000205420,KRT6A,0,5,-5
ENSG00000231774,name not found,4,6,-0.5
ENSG00000255378,PRR23D2,8,8,0.0
ENSG00000205441,name not found,10,9,0.1
ENSG00000231868,name not found,8,7,0.12
ENSG00000181378,CFAP65,0,4,-4
ENSG00000231870,KRT17P3,5,0,5
ENSG00000255408,PCDHA3,17,18,-0.06
ENSG00000211953,name not found,11,12,-0.09
ENSG00000231925,TAPBP,12,9,0.25
ENSG00000188162,OTOG,4,0,4
ENSG00000205643,CDPF1,4,0,4
ENSG00000205609,EIF3CL,8,4,0.5
ENSG00000255432,name not found,4,0,4
ENSG00000211968,IGHV1-58,9,11,-0.22
ENSG00000169855,ROBO1,5,0,5
ENSG00000232725,name not found,15,18,-0.2
ENSG00000188199,NUTM2B,9,6,0.33
ENSG00000232814,COL4A2-AS1,16,18,-0.12
ENSG00000255974,CYP2A6,12,14,-0.17
ENSG00000206013,IFITM5,7,8,-0.14
ENSG00000256377,name not found,15,14,0.07
ENSG00000198796,ALPK2,5,0,5
ENSG00000212721,KRTAP4-11,5,9,-0.8
ENSG00000206127,GOLGA8O,5,4,0.2
ENSG00000205755,CRLF2,8,9,-0.12
ENSG00000212722,KRTAP4-9,14,16,-0.14
ENSG00000233175,name not found,15,18,-0.2
ENSG00000256453,DND1,12,9,0.25
ENSG00000185467,KPNA7,0,4,-4
ENSG00000257221,name not found,10,6,0.4
ENSG00000257225,name not found,10,13,-0.3
ENSG00000204304,PBX2,0,6,-6
ENSG00000206737,RNVU1-18,0,9,-9
ENSG00000233483,EFCAB15P,15,18,-0.2
ENSG00000188596,CFAP54,9,12,-0.33
ENSG00000233799,name not found,10,15,-0.5
ENSG00000182134,TDRKH,8,0,8
ENSG00000257411,name not found,10,0,10
ENSG00000188130,MAPK12,4,0,4
ENSG00000207199,SNORD38D,11,12,-0.09
ENSG00000206077,ZDHHC11B,4,0,4
ENSG00000207554,MIR647,7,6,0.14
ENSG00000180219,FAM71C,4,4,0.0
ENSG00000233930,KRTAP5-AS1,11,13,-0.18
ENSG00000258099,ATXN2-AS,4,0,4
ENSG00000182327,GLTPD2,4,0,4
ENSG00000206181,ELOA2,4,0,4
ENSG00000182325,FBXL6,5,0,5
ENSG00000258441,LINC00641,10,11,-0.1
ENSG00000234362,LINC01914,5,5,0.0
ENSG00000258461,name not found,4,0,4
