GENE_ID,GENE,number_case,number_control,case_fold, control_fold,case_percentage,control_percentage, absolute_overrepresentation
ENSG00000221946,FXYD7,6,8,0.43,-0.57,35.29,44.44,9.15
ENSG00000269345,VN1R85P,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000248167,TRIM39-RPP21,11,7,0.61,-0.39,64.71,38.89,25.82
ENSG00000222046,DCDC2B,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000237253,name not found,4,5,0.44,-0.56,23.53,27.78,4.25
ENSG00000237343,name not found,12,16,0.43,-0.57,70.59,88.89,18.3
ENSG00000186648,CARMIL3,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000269469,name not found,13,17,0.43,-0.57,76.47,94.44,17.97
ENSG00000201376,SNORA70,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000248751,name not found,9,6,0.6,-0.4,52.94,33.33,19.61
ENSG00000236637,IFNA4,4,0,1.0,0.0,23.53,0.0,23.53
ENSG00000236869,ZKSCAN7-AS1,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000269524,name not found,15,13,0.54,-0.46,88.24,72.22,16.01
ENSG00000237020,IGHD1-20,13,11,0.54,-0.46,76.47,61.11,15.36
ENSG00000269706,name not found,9,12,0.43,-0.57,52.94,66.67,13.73
ENSG00000253309,SERPINE3,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000253350,name not found,8,13,0.38,-0.62,47.06,72.22,25.16
ENSG00000233030,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000237197,IGHD1-7,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000237017,name not found,7,3,0.7,-0.3,41.18,16.67,24.51
ENSG00000253406,name not found,13,12,0.52,-0.48,76.47,66.67,9.8
ENSG00000233098,CCDC144NL-AS1,8,5,0.62,-0.38,47.06,27.78,19.28
ENSG00000237080,EHMT2-AS1,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000270149,name not found,13,12,0.52,-0.48,76.47,66.67,9.8
ENSG00000253464,name not found,11,12,0.48,-0.52,64.71,66.67,1.96
ENSG00000204568,MRPS18B,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000250365,name not found,5,6,0.45,-0.55,29.41,33.33,3.92
ENSG00000253742,IGHV3-60,9,11,0.45,-0.55,52.94,61.11,8.17
ENSG00000204569,PPP1R10,1,5,0.17,-0.83,5.88,27.78,21.9
ENSG00000237370,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000270726,name not found,8,8,0.5,-0.5,47.06,44.44,2.61
ENSG00000254035,name not found,5,4,0.56,-0.44,29.41,22.22,7.19
ENSG00000224051,CPTP,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000233280,name not found,2,5,0.29,-0.71,11.76,27.78,16.01
ENSG00000270926,name not found,11,12,0.48,-0.52,64.71,66.67,1.96
ENSG00000254094,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000250615,name not found,9,4,0.69,-0.31,52.94,22.22,30.72
ENSG00000271043,MTRNR2L2,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000213799,ZNF845,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000271662,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000213934,HBG1,7,9,0.44,-0.56,41.18,50.0,8.82
ENSG00000251364,name not found,6,3,0.67,-0.33,35.29,16.67,18.63
ENSG00000237611,Metazoa_SRP,0,6,0.0,-1.0,0.0,33.33,33.33
ENSG00000233802,TRIM49D2,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000237781,ADAMTSL4-AS2,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000214013,GANC,8,5,0.62,-0.38,47.06,27.78,19.28
ENSG00000271963,name not found,8,12,0.4,-0.6,47.06,66.67,19.61
ENSG00000215765,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000251546,IGKV1D-39,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000272004,name not found,16,18,0.47,-0.53,94.12,100.0,5.88
ENSG00000186166,CENATAC,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000237863,name not found,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000272082,name not found,7,8,0.47,-0.53,41.18,44.44,3.27
ENSG00000251913,RNU6-513P,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000272104,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000225485,name not found,8,10,0.44,-0.56,47.06,55.56,8.5
ENSG00000198198,SZT2,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000272108,name not found,10,6,0.62,-0.38,58.82,33.33,25.49
ENSG00000215976,name not found,5,7,0.42,-0.58,29.41,38.89,9.48
ENSG00000253196,name not found,9,4,0.69,-0.31,52.94,22.22,30.72
ENSG00000204438,GPANK1,4,0,1.0,0.0,23.53,0.0,23.53
ENSG00000272182,name not found,11,10,0.52,-0.48,64.71,55.56,9.15
ENSG00000238141,BRWD1-AS1,5,7,0.42,-0.58,29.41,38.89,9.48
ENSG00000272333,KMT2B,6,5,0.55,-0.45,35.29,27.78,7.52
ENSG00000204934,ATP6V0E2-AS1,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000254967,name not found,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000253467,IGHV7-40,8,11,0.42,-0.58,47.06,61.11,14.05
ENSG00000255071,SAA2-SAA4,10,15,0.4,-0.6,58.82,83.33,24.51
ENSG00000272669,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000198752,CDC42BPB,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000242372,EIF6,3,5,0.38,-0.62,17.65,27.78,10.13
ENSG00000253546,IGLVVI-22-1,8,6,0.57,-0.43,47.06,33.33,13.73
ENSG00000242480,name not found,6,8,0.43,-0.57,35.29,44.44,9.15
ENSG00000272752,STAG3L5P-PVRIG2P-PILRB,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000272767,JMJD1C-AS1,14,16,0.47,-0.53,82.35,88.89,6.54
ENSG00000272792,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000255206,name not found,8,13,0.38,-0.62,47.06,72.22,25.16
ENSG00000221823,PPP3R1,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000226381,name not found,9,6,0.6,-0.4,52.94,33.33,19.61
ENSG00000198690,FAN1,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000273076,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000205359,SLCO6A1,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000253973,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000273096,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000239961,LILRA4,5,8,0.38,-0.62,29.41,44.44,15.03
ENSG00000253989,IGHVIII-38-1,8,11,0.42,-0.58,47.06,61.11,14.05
ENSG00000273112,name not found,6,4,0.6,-0.4,35.29,22.22,13.07
ENSG00000255847,name not found,2,6,0.25,-0.75,11.76,33.33,21.57
ENSG00000255857,PXN-AS1,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000236362,GAGE12F,2,5,0.29,-0.71,11.76,27.78,16.01
ENSG00000254017,IGHEP2,9,8,0.53,-0.47,52.94,44.44,8.5
ENSG00000240553,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000273463,name not found,5,8,0.38,-0.62,29.41,44.44,15.03
ENSG00000204574,ABCF1,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000255929,name not found,11,10,0.52,-0.48,64.71,55.56,9.15
ENSG00000200132,RNU6-1021P,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000241233,KRTAP5-8,6,3,0.67,-0.33,35.29,16.67,18.63
ENSG00000201680,Y_RNA,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000254531,FLJ20021,13,12,0.52,-0.48,76.47,66.67,9.8
ENSG00000241553,ARPC4,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000241709,RN7SL265P,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000254578,name not found,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000257433,name not found,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000227432,ASIC4-AS1,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000244612,name not found,6,1,0.86,-0.14,35.29,5.56,29.74
ENSG00000254656,RTL1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000197723,name not found,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000200174,Y_RNA,6,5,0.55,-0.45,35.29,27.78,7.52
ENSG00000254741,name not found,6,3,0.67,-0.33,35.29,16.67,18.63
ENSG00000248015,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000254910,name not found,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000205426,KRT81,9,4,0.69,-0.31,52.94,22.22,30.72
ENSG00000221978,CCNL2,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000243136,RN7SL22P,6,4,0.6,-0.4,35.29,22.22,13.07
ENSG00000242599,CSAG4,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000222009,BTBD19,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000206838,SNORA5A,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000222179,RN7SKP26,4,6,0.4,-0.6,23.53,33.33,9.8
ENSG00000258999,name not found,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000254990,name not found,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000255050,name not found,8,11,0.42,-0.58,47.06,61.11,14.05
ENSG00000259225,LINC02345,3,6,0.33,-0.67,17.65,33.33,15.69
ENSG00000224440,CXorf51A,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000243207,PPAN-P2RY11,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000259261,IGHV4OR15-8,8,7,0.53,-0.47,47.06,38.89,8.17
ENSG00000224490,TTC21B-AS1,2,5,0.29,-0.71,11.76,27.78,16.01
ENSG00000223351,ZNF385D-AS2,7,5,0.58,-0.42,41.18,27.78,13.4
ENSG00000259462,CPEB1-AS1,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000255224,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000249482,USP17L14P,2,5,0.29,-0.71,11.76,27.78,16.01
ENSG00000238349,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000244165,P2RY11,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000255306,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000250231,USP17L16P,1,6,0.14,-0.86,5.88,33.33,27.45
ENSG00000205495,OR52J3,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000260051,name not found,5,2,0.71,-0.29,29.41,11.11,18.3
ENSG00000250431,name not found,7,8,0.47,-0.53,41.18,44.44,3.27
ENSG00000255533,name not found,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000248166,name not found,5,10,0.33,-0.67,29.41,55.56,26.14
ENSG00000250470,name not found,0,5,0.0,-1.0,0.0,27.78,27.78
ENSG00000255804,OR6J1,8,3,0.73,-0.27,47.06,16.67,30.39
ENSG00000260188,name not found,14,18,0.44,-0.56,82.35,100.0,17.65
ENSG00000246090,name not found,4,8,0.33,-0.67,23.53,44.44,20.92
ENSG00000204120,GIGYF2,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000260316,name not found,8,6,0.57,-0.43,47.06,33.33,13.73
ENSG00000248905,FMN1,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000207839,MIR33B,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000260729,name not found,13,11,0.54,-0.46,76.47,61.11,15.36
ENSG00000206053,JPT2,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000249141,name not found,6,13,0.32,-0.68,35.29,72.22,36.93
ENSG00000251357,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000248676,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000240065,PSMB9,1,5,0.17,-0.83,5.88,27.78,21.9
ENSG00000261115,TMEM178B,10,11,0.48,-0.52,58.82,61.11,2.29
ENSG00000226330,name not found,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000224888,name not found,9,9,0.5,-0.5,52.94,50.0,2.94
ENSG00000257605,MYG1-AS1,13,10,0.57,-0.43,76.47,55.56,20.92
ENSG00000211893,IGHG2,8,3,0.73,-0.27,47.06,16.67,30.39
ENSG00000257797,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000250151,ARPC4-TTLL3,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000249209,name not found,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000258430,name not found,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000226711,FAM66C,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000211912,IGHD2-21,8,6,0.57,-0.43,47.06,33.33,13.73
ENSG00000225285,LINC01770,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000250510,GPR162,11,7,0.61,-0.39,64.71,38.89,25.82
ENSG00000261641,name not found,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000249715,FER1L5,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000250696,name not found,5,7,0.42,-0.58,29.41,38.89,9.48
ENSG00000211725,TRBV5-5,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000211659,IGLV3-25,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000252347,RNU6-1046P,9,8,0.53,-0.47,52.94,44.44,8.5
ENSG00000252523,RNU6-267P,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000225784,name not found,9,4,0.69,-0.31,52.94,22.22,30.72
ENSG00000261771,DNAAF4-CCPG1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000259145,name not found,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000251595,ABCA11P,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000261915,name not found,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000253291,TRBV7-7,10,12,0.45,-0.55,58.82,66.67,7.84
ENSG00000259475,name not found,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000251075,HTT-AS,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000263540,MIR5582,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000253534,TRBV6-8,10,12,0.45,-0.55,58.82,66.67,7.84
ENSG00000242686,PDE6B-AS1,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000259755,name not found,7,8,0.47,-0.53,41.18,44.44,3.27
ENSG00000196655,TRAPPC4,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000242798,name not found,0,5,0.0,-1.0,0.0,27.78,27.78
ENSG00000259803,SLC22A31,2,7,0.22,-0.78,11.76,38.89,27.12
ENSG00000226872,name not found,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000253701,name not found,6,5,0.55,-0.45,35.29,27.78,7.52
ENSG00000203325,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000213023,SYT3,8,7,0.53,-0.47,47.06,38.89,8.17
ENSG00000252933,RNU6-1223P,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000253882,name not found,4,8,0.33,-0.67,23.53,44.44,20.92
ENSG00000253889,IGLVI-38,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000260121,name not found,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000227407,name not found,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000264831,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000243708,PLA2G4B,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000196811,CHRNG,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000212259,RNU6-308P,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000236394,name not found,9,11,0.45,-0.55,52.94,61.11,8.17
ENSG00000205560,CPT1B,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000254536,name not found,5,2,0.71,-0.29,29.41,11.11,18.3
ENSG00000227717,name not found,7,6,0.54,-0.46,41.18,33.33,7.84
ENSG00000254415,SIGLEC14,9,11,0.45,-0.55,52.94,61.11,8.17
ENSG00000266115,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000254827,SLC22A18AS,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000205754,SLCO1B7,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000213672,NCKIPSD,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000229947,name not found,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000254913,name not found,2,5,0.29,-0.71,11.76,27.78,16.01
ENSG00000261272,MUC22,6,5,0.55,-0.45,35.29,27.78,7.52
ENSG00000205850,name not found,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000253846,PCDHGA10,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000228668,TRGV5P,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000255192,NANOGP8,2,8,0.2,-0.8,11.76,44.44,32.68
ENSG00000230289,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000211798,TRAV18,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000198003,ODAD3,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000211799,TRAV19,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000255439,name not found,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000247121,name not found,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000255507,UVRAG-DT,3,5,0.38,-0.62,17.65,27.78,10.13
ENSG00000214655,ZSWIM8,6,6,0.5,-0.5,35.29,33.33,1.96
ENSG00000255568,BRWD1-AS2,5,7,0.42,-0.58,29.41,38.89,9.48
ENSG00000266939,name not found,4,11,0.27,-0.73,23.53,61.11,37.58
ENSG00000214783,POLR2J4,1,5,0.17,-0.83,5.88,27.78,21.9
ENSG00000254122,PCDHGB7,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000198055,GRK6,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000255211,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000254167,IGHV8-51-1,2,5,0.29,-0.71,11.76,27.78,16.01
ENSG00000255692,name not found,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000267021,name not found,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000238045,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000255800,name not found,1,9,0.1,-0.9,5.88,50.0,44.12
ENSG00000213654,GPSM3,2,5,0.29,-0.71,11.76,27.78,16.01
ENSG00000267080,ASB16-AS1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000229988,HBBP1,7,9,0.44,-0.56,41.18,50.0,8.82
ENSG00000213676,ATF6B,1,5,0.17,-0.83,5.88,27.78,21.9
ENSG00000213901,SLC23A3,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000267169,ADGRL1-AS1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000263069,RNF213-AS1,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000255872,name not found,2,6,0.25,-0.75,11.76,33.33,21.57
ENSG00000231646,FSIP2-AS1,3,6,0.33,-0.67,17.65,33.33,15.69
ENSG00000214597,name not found,5,1,0.83,-0.17,29.41,5.56,23.86
ENSG00000255949,RPS6KB2-AS1,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000249034,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000263489,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000263624,name not found,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000230989,HSBP1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000256861,name not found,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000231871,IPO9-AS1,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000263649,MIR3135B,6,7,0.46,-0.54,35.29,38.89,3.59
ENSG00000249430,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000198393,ZNF26,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000257923,CUX1,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000215020,name not found,10,6,0.62,-0.38,58.82,33.33,25.49
ENSG00000214265,name not found,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000249459,ZNF286B,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000264177,name not found,14,13,0.52,-0.48,82.35,72.22,10.13
ENSG00000258714,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000264357,MIR4648,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000218422,name not found,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000232085,name not found,3,6,0.33,-0.67,17.65,33.33,15.69
ENSG00000258941,name not found,7,8,0.47,-0.53,41.18,44.44,3.27
ENSG00000250120,PCDHA10,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000232216,IGHV3-43,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000196172,ZNF681,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000268618,name not found,3,5,0.38,-0.62,17.65,27.78,10.13
ENSG00000196236,XPNPEP3,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000240240,name not found,6,6,0.5,-0.5,35.29,33.33,1.96
ENSG00000264991,name not found,10,13,0.43,-0.57,58.82,72.22,13.4
ENSG00000256212,name not found,10,9,0.53,-0.47,58.82,50.0,8.82
ENSG00000268750,name not found,3,6,0.33,-0.67,17.65,33.33,15.69
ENSG00000258839,MC1R,6,4,0.6,-0.4,35.29,22.22,13.07
ENSG00000250541,name not found,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000259030,FPGT-TNNI3K,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000265672,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000268870,name not found,9,9,0.5,-0.5,52.94,50.0,2.94
ENSG00000256825,name not found,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000259533,name not found,11,12,0.48,-0.52,64.71,66.67,1.96
ENSG00000259175,name not found,8,6,0.57,-0.43,47.06,33.33,13.73
ENSG00000219073,CELA3B,5,2,0.71,-0.29,29.41,11.11,18.3
ENSG00000215704,CELA2B,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000266076,name not found,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000269343,ZNF587B,3,6,0.33,-0.67,17.65,33.33,15.69
ENSG00000251322,SHANK3,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000198911,SREBF2,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000259665,name not found,2,8,0.2,-0.8,11.76,44.44,32.68
ENSG00000216101,MIR877,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000205231,TTLL10-AS1,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000259838,ELOCP2,4,5,0.44,-0.56,23.53,27.78,4.25
ENSG00000222894,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000266929,name not found,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000221343,name not found,0,6,0.0,-1.0,0.0,33.33,33.33
ENSG00000258727,name not found,8,1,0.89,-0.11,47.06,5.56,41.5
ENSG00000242550,SERPINB10,5,5,0.5,-0.5,29.41,27.78,1.63
ENSG00000233803,TSPY4,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000260267,name not found,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000258790,name not found,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000242902,FLNC-AS1,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000252683,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000267043,name not found,5,6,0.45,-0.55,29.41,33.33,3.92
ENSG00000269680,name not found,9,9,0.5,-0.5,52.94,50.0,2.94
ENSG00000260107,name not found,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000253133,name not found,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000215790,SLC35E2A,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000260548,name not found,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000253174,name not found,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000267078,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000269755,name not found,8,9,0.47,-0.53,47.06,50.0,2.94
ENSG00000235608,NKX1-1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000260740,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000269881,name not found,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000260274,name not found,10,11,0.48,-0.52,58.82,61.11,2.29
ENSG00000235699,CXorf51B,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000267131,name not found,11,7,0.61,-0.39,64.71,38.89,25.82
ENSG00000267139,name not found,8,6,0.57,-0.43,47.06,33.33,13.73
ENSG00000224597,SVIL-AS1,5,7,0.42,-0.58,29.41,38.89,9.48
ENSG00000259431,THTPA,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000222348,name not found,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000260447,name not found,7,3,0.7,-0.3,41.18,16.67,24.51
ENSG00000267179,name not found,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000260616,name not found,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000270487,name not found,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000267241,CYP4F10P,12,11,0.52,-0.48,70.59,61.11,9.48
ENSG00000215374,FAM66B,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000267280,TBX2-AS1,11,7,0.61,-0.39,64.71,38.89,25.82
ENSG00000261419,name not found,6,7,0.46,-0.54,35.29,38.89,3.59
ENSG00000253649,PRSS51,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000261526,name not found,7,11,0.39,-0.61,41.18,61.11,19.93
ENSG00000271265,name not found,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000225080,PFN1P4,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000222011,FAM185A,5,3,0.62,-0.38,29.41,16.67,12.75
ENSG00000271551,name not found,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000244558,KCNK15-AS1,3,5,0.38,-0.62,17.65,27.78,10.13
ENSG00000267432,DNAH17-AS1,12,12,0.5,-0.5,70.59,66.67,3.92
ENSG00000271776,name not found,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000244607,CCDC13,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000261798,name not found,6,5,0.55,-0.45,35.29,27.78,7.52
ENSG00000271781,name not found,4,6,0.4,-0.6,23.53,33.33,9.8
ENSG00000267645,name not found,7,7,0.5,-0.5,41.18,38.89,2.29
ENSG00000261427,name not found,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000267688,name not found,8,6,0.57,-0.43,47.06,33.33,13.73
ENSG00000201164,RNU4-36P,5,0,1.0,0.0,29.41,0.0,29.41
ENSG00000271899,MIR4466,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000261485,PAN3-AS1,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000261582,name not found,3,5,0.38,-0.62,17.65,27.78,10.13
